code,libelle,type_officiel,region,adresse
020227,USP KOUTCHETCHEOU,USP type I,KARA,KOUTCHETCHEOU
020228,USP LAMA-DJAMDE,USP type I,KARA,Lama-Djamde
020229,PHARMACIE KETAO,PHARMACIE,KARA,"Non loin du marché, entre CAP et POSTE KETAO"
020230,INFIRMERIE NSCT- KARA,INFIRMERIE,KARA,Unsine-NSCT-Kara quartier Bohou- Walidè
020231,CENTRE DES MALADIE INFECTIEUSES DE KARA,CHR,KARA,Quartier Tô Ewanda
020232,USP NATIPONI,USP type I,KARA,Canton d'Akponté
020233,USP AGBALOSSI,USP type I,KARA,AGBALOSSI
030003,CMS AGBANDI,USP type II,CENTRALE,AGBANDI
030004,USP ASSOUKOKO,USP type I,CENTRALE,ASSOUKOKO
030005,USP BLITTA VILLAGE,USP type I,CENTRALE,BLITTA VILLAGE
030006,USP DOUFOULI,USP type I,CENTRALE,DOUFOULI
030007,CHP BLITTA,HOPITAL DE DISTRICT,CENTRALE,BLITTA
030008,USP KATCHENKE,USP type I,CENTRALE,KATCHENKE
030009,USP KOULANG,USP type I,CENTRALE,KOULANG
030010,USP LANGABOU,USP type I,CENTRALE,LANGABOU
030011,USP KPAWA,USP type I,CENTRALE,KPAWA
030012,USP N'KENGBE,USP type I,CENTRALE,N'KENGBE
030013,USP PAGALA VILLAGE,USP type I,CENTRALE,PAGALA
030014,USP TCHALOUDE,USP type I,CENTRALE,TCHALOUDE
030016,CMS TCHIFAMA,USP type II,CENTRALE,TCHIFAMA
030017,USP TONDJA,USP type I,CENTRALE,TONDJA
030018,USP WARAGNI,USP type I,CENTRALE,WARAGNI
030019,USP WELLY,USP type I,CENTRALE,WELLY
030020,USP YALOUMBE,USP type I,CENTRALE,YALOUMBE
030021,CMS ADJENGRE,USP type II,CENTRALE,ADJENGRE
030022,USP AOUDA-SOKODE,USP type I,CENTRALE,AOUDA
030023,USP BODJONDE,USP type I,CENTRALE,BODJONDE
030024,USP BOULOHOU,USP type I,CENTRALE,BOULOHOU
030025,CMS DJARKPANGA,HOPITAL DE DISTRICT,CENTRALE,DJARKPANGA
030026,USP FAZAO,USP type I,CENTRALE,FAZAO
030027,USP HALOUKPABOUNDOU,USP type I,CENTRALE,HALOUKPABOUDOU
030028,USP HEZOUDE,USP type I,CENTRALE,HEZOUDE
030029,USP KANIAMBOUA,USP type I,CENTRALE,KANIAMBOUA
030030,USP KAZA,USP type I,CENTRALE,KAZA
030031,USP KAZABOUA,USP type I,CENTRALE,KAZABOUA
030032,USP KPEI-TCHILA,USP type I,CENTRALE,KPEI-TCHILA
030033,USP MELAMBOUA,USP type I,CENTRALE,MELAMBOU
030034,CHP SOTOUBOUA,HOPITAL DE DISTRICT,CENTRALE,SOTOUBOUA
030035,USP SESSARO,USP type I,CENTRALE,SESSARO
030036,USP TCHEBEBE,USP type I,CENTRALE,TCHEBEBE
030037,USP TCHOIDE,USP type I,CENTRALE,TCHOIDE
030038,USP TEMBIO,USP type I,CENTRALE,TEMBIO
030039,USP TINDJASSI,USP type I,CENTRALE,TINDJASSI
030040,USP TITTIGBE,USP type I,CENTRALE,TITIGBE
030041,POLYCLINIQUE SOTOUBOUA,USP type I,CENTRALE,SOTOUBOUA
030042,USP AFFEM BOUSSOU,USP type I,CENTRALE,AFFEM BOUSSOU
030043,USP AFFEM KABYE,USP type I,CENTRALE,AFFEM KABYE
030044,USP AFFOSSALA KOPE,USP type I,CENTRALE,AFFOSSALA KOPE
030045,USP ALIBI 1,USP type I,CENTRALE,ALIBI 1
030046,USP ALIBI 2,USP type I,CENTRALE,ALIBI 2
030048,USP BALANKA,USP type I,CENTRALE,BALANKA
030049,USP DAGMA,USP type I,CENTRALE,DAGMA
030050,USP GOUBI,USP type I,CENTRALE,GOUBI
030051,CMS KABOLI,USP type II,CENTRALE,KABOLI
030052,USP KOULOUMI,USP type I,CENTRALE,KOULOUMI
030053,CMS KOUSSOUNTOU,USP type II,CENTRALE,KOUSSOUNTOU
030054,USP KRIKRI,USP type I,CENTRALE,KRIKRI
030055,CHP TCHAMBA,HOPITAL DE DISTRICT,CENTRALE,TCHAMBA tel 90250339
030056,USP AGOULOU,USP type I,CENTRALE,AGOULOU
030057,USP ALEHERIDE,USP type I,CENTRALE,ALEHERIDE
030058,AOU MATCHATOM,USP type I,CENTRALE,AOU MATCHATOM
030059,USP AOU MONO,USP type I,CENTRALE,AOU MONO
030060,USP BOWOUNDA,USP type I,CENTRALE,BOWOUNDA
030061,CHR SOKODE,CHR,CENTRALE,SOKODE
030062,POSTE DE SECOURS (GENDARMErie),USP type I,CENTRALE,SOKODE
030063,USP KADAMBARA,USP type I,CENTRALE,KADAMBARA
030064,USP KASSENA,USP type I,CENTRALE,KASSENA
030066,USP KEMENI,USP type I,CENTRALE,KEMENI
030067,USP KOLINA,USP type I,CENTRALE,KOLINA
030068,KOLOWARE,USP type II,CENTRALE,KOLOWARE
030069,USP KOUMONIADE,USP type I,CENTRALE,KOUMONIADE
030070,USP KPARATAO,USP type I,CENTRALE,KPARATAO
030071,USP KPASSOUADE,USP type I,CENTRALE,KPASSOUADE
030072,USP KPAZA,USP type I,CENTRALE,KPAZA
030073,USP LAMA TESSI,USP type I,CENTRALE,LAMA TESSI
030074,POLYCLINIQUE SOKODE,HOPITAL DE DISTRICT,CENTRALE,SOKODE
030075,USP SABARINGADE,USP type I,CENTRALE,SABARINGADE
030076,USP SAGBADAI,USP type I,CENTRALE,SAGBADAI
030077,USP SOLAO,USP type I,CENTRALE,SOLAOU
030078,USP TAWAREDA,USP type I,CENTRALE,TAWAREDA
030079,USP TCHALO,USP type I,CENTRALE,TCHALO
030080,USP WASSARABO,USP type I,CENTRALE,WASSARABO
030081,USP ESPERANCE,USP type I,CENTRALE,
030082,USP YARA KABYE,USP type I,CENTRALE,
030083,USP NADA,USP type I,CENTRALE,
030084,USP TCHAVADE,USP type I,CENTRALE,
030085,CMS SOLYNGOBOU,USP type II,CENTRALE,
030086,CMS HANKELI,USP type II,CENTRALE,
030087,DISPENSAIRE RENAISSANCE DE YAO KOPE,USP type I,CENTRALE,
030088,USP BAGO,USP type I,CENTRALE,BAGO
030090,USP TCHAREBAOU,USP type I,CENTRALE,
030091,USP YEGUE,USP type I,CENTRALE,
030092,AKAMADE,USP type I,CENTRALE,
030093,HOPITAL SAINT LUC PAGALA,HOPITAL DE DISTRICT,CENTRALE,Pagala
030094,CMS BON SECOURS DE KPANGALAM,USP type II,CENTRALE,
030097,Centre PMI KOUSSOUNTO,USP type II,CENTRALE,
030098,USP LARINI,USP type I,CENTRALE,
030099,CMS SOEUR JEANNE- HENRIETTE,USP type II,CENTRALE,
030100,SALIMBE,USP type I,CENTRALE,
030101,KOSSOBIO,USP type II,CENTRALE,
030102,KOMAH,USP type II,CENTRALE,
030103,CMS SAINT DAMIEN,HOPITAL DE DISTRICT,CENTRALE,
030104,CMS LAMA TESSI,USP type II,CENTRALE,
030105,CLINIQUE DU PARC,CHU,CENTRALE,Dr TCHAMBA Bambou Médecin Anesthésiste Réanimateur
030106,CENTRE MEDICAL LA SOURCE,CHU,CENTRALE,
030107,CABINET ESSOFA,CHU,CENTRALE,
030108,CABINET TAIROU,CHU,CENTRALE,
030109,CRAO SOKODE,CENTRE D'APPAREILLAGE,CENTRALE,sokode
030110,ASSOMPTION,USP type I,CENTRALE,
030111,POSTE DE SECOURS GENDARMERIE NATIONALE SOKODE (PS GN SOKODE),USP type I,CENTRALE,
030112,USP SALIMDE,USP type I,CENTRALE,
030113,PHARMACIE NOUVELLE DE SOKODE,PHARMACIE,CENTRALE,AKALA ALIKI
030114,PHARMACIE TCHAOUDJO,PHARMACIE,CENTRALE,
030115,CENTRE REGIONAL DE TRANSFUSION SANGUINE DE SOKODE,CHR,CENTRALE,
030116,POLYCLINIQUE DE SOTOUBOUA,POLYCLINIQUE,CENTRALE,
030117,CENTRE DE SANTE LA SOURCE,USP type II,CENTRALE,
030118,CENTRE DE SANTE SOEUR JEANNE HENRIETTE,USP type II,CENTRALE,
030119,DEPOT PHARMACEUTIQUE ZAMANI,DEPOT PHARMACIE,CENTRALE,
030120,DEPOT PHARMACEUTIQUE FOREVER KABOLI,DEPOT PHARMACIE,CENTRALE,
030122,USP ALEMADE,USP type I,CENTRALE,
030125,DEPOT PHARMACIE OWA BLITTA,DEPOT PHARMACIE,CENTRALE,AUT N°0043/2013/MS/CAB/DES/DPLET BLITTA GARE
030126,CMS JEAN PERRIN,HOPITAL DE DISTRICT,CENTRALE,"Sotouboua, face lycée moderne de Sotouboua, quartier Sondè. Dr SAMA-TCHINDO Essosina, Médecin généraliste, Responsable du centre"
030127,DEPOT PHARMACEUTIQUE FOREVER TCHAMBA,DEPOT PHARMACIE,CENTRALE,"DOCTEUR DERMANE AFFO, BP 4884 LOME"
030128,USP SADA,USP type I,CENTRALE,DPS TCHAOUDJO 25500071
030129,USP AGBANDAOUDE,USP type I,CENTRALE,DPS TCHAOUDJO 25500071
030130,DEPOT PHARMACIE LAFIA,DEPOT PHARMACIE,CENTRALE,"GANDI BOZOUA OUMAR ARR N°8737/PR MSPASCE, BP 295 SOKODE, tel 25500245"
030132,CENTRE DE SANTE DE KOLOWARE,USP type II,CENTRALE,"AUT N° 0166/2011/MS/CAB/DGS/DES, PROFUMO ANTONIETTA, SOKODE BP 36"
030133,CMS SOLINYOGOBOU,USP type II,CENTRALE,"Sokodé, qtier Tchawanda Mme KOSSIVI Ablavi Stella, Assistante Médicale, Titulaire et Responsable du Centre"
030134,CLINIQUE ATBEF SOKODE,USP type II,CENTRALE,"SANTANNA DJINATOU, BP 118 SOKODE"
030135,CERFAO NDA,CENTRE D'APPAREILLAGE,CENTRALE,BP 36 SOKODE AUT N°0137/2011/MS/CAB/DGS/DES
030136,DEPOT DE PHARMACIE DU CAMPEMENT,DEPOT PHARMACIE,CENTRALE,PAGALA GARE QTIER CAMPEMENT
030137,CENTRE DE PROTECTION MATERNELLE ET INFANTILE (PMI) DE KOUSOUNTOU,USP type I,CENTRALE,DABA-KOUSSOUNTOU DANS LA PREFECTURE DE TCHAMBA
030138,PHARMACIE IDEALE,PHARMACIE,CENTRALE,"SOKODE-KEDIA, QUARTIER KPAGALAM SUR LA NATIONALE N°1; A ENVIRON 300M DE CIB INTA ET 2KM DE LA PHARMACIE TCHAOUDJO"
030139,USP DAZA ESSO AKAMADE,USP type I,CENTRALE,
030140,PHARMACIE LOUEZ L'ETERNEL,PHARMACIE,CENTRALE,M. MINTAMOU POWONKESSO Infirmier SOTOUBOUA
030141,Infirmerie de la CNSS SOKODE,USP type I,CENTRALE,ALI Matitina
030142,USP BABADE,USP type I,CENTRALE,"Babadè, quartier Kigbeleng S/C DPS Sotouboua"
030143,USP SAIBOUDE,USP type I,CENTRALE,"Saïboudé, Akoutouta S/C DPS Mô"
030144,USP AGBAMASSOMOU,USP type I,CENTRALE,Agbamassomou S/C DPS Mô
030145,USP KAGNIGBARA,USP type I,CENTRALE,Kagnigbara S/C DPS Mô
030146,CABINET MEDICAL Dr WANGALA,CHU,CENTRALE,"Sokodé, quartier Kpangalam Dr WANGALA Patapaki, Médecin Gynécologue, Titulaire et Responsable du Cabinet"
030147,CMS BETHEL SOKODE,HOPITAL DE DISTRICT,CENTRALE,"Sokodé, Lom-Nava M. BOUGONOU Labanté, IDE, Responsable du CMS Dr HOUROBIA Watabisse, Médecin Généraliste, Médecin chef du CMS"
030148,CMS SAINT PADRE PIO,USP type II,CENTRALE,"ADJENGRE ; M. EVEGNON Azongnibo, Assistant médical"
030149,DEPOT PHARMACEUTIQUE DE KOUSSOUNTOU LA BENEDICTION,DEPOT PHARMACEUTIQUE,CENTRALE,"KOUSSOUNTOU ; Madame NONDO Maguiloubè, Accoucheuse auxiliaire d'Etat à la retraite, Responsable du dépôt"
030150,PHARMACIE KOMAH,PHARMACIE,CENTRALE,"Sokodé, quartier Komah sur la route de Sokodé-Tchamba"
030151,USP DIGUENGUE,USP type I,CENTRALE,Diguengué
030152,USP KOFFITI,USP type I,CENTRALE,Koffiti
030153,USP ASSOUMAKONDJI,USP type I,CENTRALE,Assoumakondji
030154,USP ATIKPAI,USP type I,CENTRALE,Atikpaï
030155,USP KPEI TCHILA,USP type I,CENTRALE,KPEI TCHILA
030157,USP N'TCHOUROU,USP type I,CENTRALE,N'TCHOUROU
030158,USP SAMAI,USP type I,CENTRALE,Samai
030159,PHARMACIE DIFEZI,PHARMACIE,CENTRALE,"Sokodé, quartier Kouloumdè près du stade"
030160,PHARMACIE HORIZON SANTE,PHARMACIE,CENTRALE,"Tchamba, quartier Kouboni"
030161,CLINIQUE MEDICALE GATARI,CHU,CENTRALE,"Sokodé, Kpangalam en face de l'hôtel LA FRATERNITE"
030162,PHARMACIE SOTOUBOUA,PHARMACIE,CENTRALE,"Soutouboua, quartier zongo en face de YAS TOGO"
030163,PHARMACIE LUCIOLE,PHARMACIE,CENTRALE,"Sokodé, sur la route de Bassar, En face de l’Hôtel Fraternité; Quartier Kowawu-woro"
030164,CENTRE MEDICO- SOCIAL SAINTE MADELEINE DE CANOSSA,USP type II,CENTRALE,situé au quartier Jean Perrin à Sotouboua
030165,CENTRE MEDICO- SOCIAL NIKI NIKI,USP type I,CENTRALE,Village de niki niki
030166,USP KOUVON,USP type I,CENTRALE,Kouvon
030167,USP MALIKIDA,USP type I,CENTRALE,Lama-Tessi
030168,USP AMAIDE,USP type I,CENTRALE,Amaïdè sur la Nationale n° 1
030169,USP KAZAKALI,USP type I,CENTRALE,Tchamba/Kazakali
030170,USP PARAMPA,USP type I,CENTRALE,Balanka
030171,USP AKPAKOU,USP type I,CENTRALE,Tabindè
030172,USP FONDAH,USP type I,CENTRALE,Tchébébé
030173,USP KEDJI-KANDJO,USP type I,CENTRALE,Sokodé
030174,CENTRE MEDICO- SOCIAL TCHEKELE,USP type I,CENTRALE,Tchékélé
030175,PHARMACIE BLITTA,PHARMACIE,CENTRALE,Blitta carrefour au bord de la route nationale N1 à coté du parking des camions poids lourds
040002,Case de Santé de DOPE KOPE,USP type I,PLATEAUX,DOPE KOPE
040003,Case de Santé Kebo Dalavé,USP type I,PLATEAUX,Kebo Dalavé
040004,USP AGOUDOUVOU,USP type I,PLATEAUX,AGOUDOUVOU
040005,USP AGBAVE,USP type I,PLATEAUX,AGBAVE
040006,PMI DE KEB DZIGBE,USP type I,PLATEAUX,KEBO DZIGBE
040007,USP ADAME,USP type I,MARITIME,ADAME
040008,USP ADZAKPA,USP type I,PLATEAUX,ADZAKPA
040009,USP AGOE-GADZA,USP type I,PLATEAUX,AGOE-GADZA
040010,USP AKPLOLO,USP type I,PLATEAUX,AKPLOLO
040011,USP AMOUSSOUKOPE,USP type I,PLATEAUX,AMOUSSOUKOPE
040012,USP APEGAME,USP type I,PLATEAUX,APEGAME
040013,USP ASSAHUN FIAGBE,USP type I,PLATEAUX,ASSAHOUN FIAGBE
040014,USP ATIGBE DZOGBEPIME,USP type I,PLATEAUX,ATIGBE DZOGBEPIME
040015,USP AVEDZE,USP type I,PLATEAUX,AVEDZE
040016,USP AVETONOU,USP type I,PLATEAUX,AVETONOU
040017,USP KEBO TOE,USP type I,PLATEAUX,KEBO TOE
040018,USP GADJAGAN,USP type I,PLATEAUX,GADJAGAN
040019,USP KATI,USP type I,PLATEAUX,KATI
040020,USP KEBO DOGBADZI,USP type I,PLATEAUX,KEBO DOGBADZI
040021,USP KEBO-DZIGBE,USP type I,PLATEAUX,KEBO DZIGBE
040022,USP KLONOU,USP type I,PLATEAUX,KLONOU
040023,USP KOLOGAN,USP type I,PLATEAUX,KOLOGAN
040024,USP NYITOE ZUKPE,USP type I,PLATEAUX,NYITOE ZUKPE
040025,USP NYOGBO,USP type I,PLATEAUX,NYOGBO
040026,CMS GLEI,USP type II,PLATEAUX,GLEI
040027,USP WONOUGBA SEVA,USP type I,PLATEAUX,WONOUGBA SEVA
040028,USP PALLAKOKO,USP type I,PLATEAUX,PALLAKOKO
040029,CMS AMOU OBLO,USP type II,PLATEAUX,AMOU OBLO
040030,USP ADOGBENOU,USP type I,PLATEAUX,ADOGBENOU
040031,USP AFOLE,USP type I,PLATEAUX,AFOLE
040032,CMS AGBONOU (ex USP),USP type II,PLATEAUX,AGBONOU
040033,USP TETETOU,USP type I,PLATEAUX,TETETOU
040034,USP AKABA,USP type I,PLATEAUX,AKABA
040035,CMS HIHEATRO,USP type II,PLATEAUX,HIHEATRO
040036,CMS AKPARE,USP type II,PLATEAUX,AKPARE
040038,CMS TEMEDJA,USP type II,PLATEAUX,TEMEDJA
040039,USP ATCHINEDJI,USP type I,PLATEAUX,ATCHINEDJI
040040,USP AWAGOME,USP type I,PLATEAUX,AWAGOME
040041,WAHALA,USP type I,PLATEAUX,WAHALA
040042,CHP AMLAME,HOPITAL DE DISTRICT,PLATEAUX,AMLAME
040043,USP BOCCO,USP type I,PLATEAUX,BOCCO
040044,USP DATCHA,USP type I,PLATEAUX,DATCHA
040045,USP ADOGLI,USP type I,PLATEAUX,ADOGLI
040046,USP AVEDJE,USP type I,PLATEAUX,AVEDJE
040047,HOPITAL NOTRE DAME D'AYOME,HOPITAL DE DISTRICT,PLATEAUX,AYOME
040048,USP FOUKOTE-VOSSA,USP type I,PLATEAUX,FOUKOTE-VOSSA
040049,USP BASSE,USP type I,PLATEAUX,BASSE
040050,USP GBAGBADJAKOU,USP type I,PLATEAUX,GBAGBADJAKOU
040051,USP DEMADELI,USP type I,PLATEAUX,DEMADELI
040052,USP GLITTO,USP type I,PLATEAUX,GLITTO
040053,USP HOMAGAN,USP type I,PLATEAUX,HOMAGAN
040054,USP KELEKPE,USP type I,PLATEAUX,KELEKPE
040055,CLINIQUE DE RENAISSANCE,USP type II,PLATEAUX,KPALIME
040056,USP DEME,USP type I,PLATEAUX,DEME
040057,USP OUNTIVOU,USP type I,PLATEAUX,OUNTIVOU
040058,USP DIDOKPO,USP type I,PLATEAUX,DIDOKPO
040059,USP EZIME,USP type I,PLATEAUX,EZIME
040060,USP KOLOCOPE,USP type I,PLATEAUX,KOLOCOPE
040061,USP GAME,USP type I,PLATEAUX,GAME
040062,CLINIQUE DES PLATEAUX,CHU,PLATEAUX,KPALIME
040063,USP IDAO,USP type I,PLATEAUX,IDAO
040064,USP IWASSI,USP type I,PLATEAUX,IWASSI
040065,HOPITAL DE DISTRICT DE KOUGNOHOU,HOPITAL DE DISTRICT,PLATEAUX,KOUGNOHOU
040066,CLINIQUE JESUS SAUVE,USP type II,PLATEAUX,KPALIME
040067,USP KOUTOUKPA,USP type I,PLATEAUX,KOUTOUKPA
040068,CLINIQUE LA GRACE,USP type II,PLATEAUX,KPELE ADETA
040069,CHP BADOU,HOPITAL DE DISTRICT,PLATEAUX,BADOU
040070,USP NYILE,USP type I,PLATEAUX,NYILE
040071,USP OGA,USP type I,PLATEAUX,OGA
040072,USP AGBO KOPE,USP type I,PLATEAUX,AGBO KOPE
040073,CMS AMITIE,USP type II,PLATEAUX,AMITIE
040074,USP OKAFOU,USP type I,PLATEAUX,OKAFOU
040075,USP ANONOE,USP type I,PLATEAUX,ANONOE
040076,USP AYAGBA,USP type I,PLATEAUX,AYAGBA
040077,USP OKPAHOUE,USP type I,PLATEAUX,OKPAHOUE
040078,CMS KPADAPE,USP type II,PLATEAUX,KPADAPE
040079,USP OTADI,USP type I,PLATEAUX,OTADI
040080,USP BADOU DJINDJI,USP type I,PLATEAUX,BADOU DJINDJI
040081,USP BENALI,USP type I,PLATEAUX,BENALI
040082,USP PATATOUKOU,USP type I,PLATEAUX,PATATOUKOU
040083,CHP KPELE ADETA (ex CMS),HOPITAL DE DISTRICT,PLATEAUX,KPELE ADETA
040084,USP BROUNFOU,USP type I,PLATEAUX,BROUNFOU
040086,USP DOUME,USP type I,PLATEAUX,DOUME
040087,CHP DANYI APEME,HOPITAL DE DISTRICT,PLATEAUX,APEYEME
040088,USP GBADI N'KOUGNA,USP type I,PLATEAUX,GBADI N'KOUGNA
040089,USP GOBE,USP type I,PLATEAUX,GOBE
040090,USP IMOUSSA,USP type I,PLATEAUX,IMOUSSA
040091,USP KAMINA WAWA,USP type I,PLATEAUX,KAMINA
040092,USP KESSIBO ABREWANKOR,USP type I,PLATEAUX,KESSIBO ABREWANKOR
040093,USP KESSIBO WAWA,USP type I,PLATEAUX,KESSIBO WAWA
040094,USP KLABE EFOUKPA,USP type I,PLATEAUX,KLABE AEFOUKPA
040095,USP KPELE AGAVE,USP type II,PLATEAUX,KPELE AGAVE
040096,USP KLABE APEGAME,USP type I,PLATEAUX,KLABE APEGAME
040097,USP ATIGBA,USP type I,PLATEAUX,ATIGBA
040098,CMS KPELE GOUDEVE,USP type II,PLATEAUX,KPELE GOUDEVE
040099,USP KPETE BENA,USP type I,PLATEAUX,KPETE BENA
040100,USP BOGO,USP type I,PLATEAUX,BOGO
040101,USP AHLON DENOU,USP type I,PLATEAUX,DENOU
040102,OSV-TOGO/CMS SOLIDARITE,HOPITAL DE DISTRICT,PLATEAUX,KPALIME
040103,USP LOFONLOKO,USP type I,PLATEAUX,LOFONLOKO
040104,CMS UNION,USP type II,PLATEAUX,KPALIME
040105,USP OKOU,USP type I,PLATEAUX,OKOU
040106,USP KOUDZRAGAN,USP type I,PLATEAUX,KOUDZRAGAN
040107,USP KPETO,USP type I,PLATEAUX,"KPETO M. NIMNORA Alao, Responsable de l'USP"
040108,MATERNITE BETHEL,USP type II,PLATEAUX,KPALIME
040109,USP OUNABE,USP type I,PLATEAUX,OUNABE
040110,USP KPEVE,USP type I,PLATEAUX,KPEVE
040111,USP SEREGBENE,USP type I,PLATEAUX,SEREGBENE
040112,CENTRE HOSPITALIER PREFECTORAL DE KPALIME,HOPITAL DE DISTRICT,PLATEAUX,KPALIME
040113,USP N'DIGBE,USP type I,PLATEAUX,N'DIGBE
040114,USP TOMEGBE,USP type I,PLATEAUX,TOMEGBE
040115,CASE DE SANTE YEVIEPE,USP type I,PLATEAUX,YEVIEPE
040116,USP SASSANOU,USP type I,PLATEAUX,SASSANOU
040117,USP WADAGNI,USP type I,PLATEAUX,WADAGNI
040118,USP TSADOME,USP type I,PLATEAUX,TSADOME
040119,USP YALLA,USP type I,PLATEAUX,YALLA
040120,CASE DE STE AGRIPPA-TODJI,USP type I,PLATEAUX,AGRIPPA-TODJI
040121,USP YIKPA,USP type I,PLATEAUX,YIKPA
040122,USP ZOGBEGAN,USP type I,PLATEAUX,ZOGBEGAN
040123,USP HANYIGBA,USP type I,PLATEAUX,HANYIGBA TODZI
040124,CMS MORETAN,USP type II,PLATEAUX,MORETAN
040125,CENTRE DE SANTE TOME,USP type I,PLATEAUX,TOME
040126,Poly D'EST MONO,USP type II,PLATEAUX,ELAVAGNON
040127,USP AGOTIME KOPE,USP type I,PLATEAUX,AGOTIME KOPE
040129,PMI LAVIE-AGOVIEPE / USP AGOVIEPE,USP type I,PLATEAUX,LAVIE AGOVIEPE
040130,USP AFOLI,USP type I,PLATEAUX,AFOLI
040131,POLYCLINIQUE DE KPALIME,HOPITAL DE DISTRICT,PLATEAUX,KPALIME
040132,USP AKAKPO-COPE,USP type I,PLATEAUX,AKAKPO-COPE
040133,USP AGOME TOMEGBE,USP type I,PLATEAUX,AGOME TOMEGBE
040134,USP AKATA AGAME,USP type I,PLATEAUX,AKATA AGAME
040135,USP AWAYO,USP type I,PLATEAUX,AWAYO
040136,USP BADIN-COPE,USP type I,PLATEAUX,BADIN-COPE
040137,USP AKATA DZOKPE,USP type I,PLATEAUX,AKATA DZOKPE
040138,USP GBADJAHE,USP type I,PLATEAUX,GBADJAHE
040139,USP ATCHAVE,USP type I,PLATEAUX,ATCHAVE
040140,USP BLIFOU,USP type I,PLATEAUX,BLIFOU
040141,USP ISSATI,USP type I,PLATEAUX,ISSATI
040142,USP BODJE,USP type I,PLATEAUX,BODJE
040143,USP KAMINA,USP type I,PLATEAUX,KAMINA
040144,USP GBALAVE,USP type I,PLATEAUX,GBALAVE
040145,USP OGOU-KINKO,USP type I,PLATEAUX,KINKO
040146,USP KPESSI,USP type I,PLATEAUX,KPESSI
040147,USP KLOMAYONDI,USP type I,PLATEAUX,KLOMAYONDI
040148,USP MODOKOUTE,USP type I,PLATEAUX,MODOKOUTE
040149,CMS KPELE ELE (ex USP),USP type II,PLATEAUX,KPELE ELE
040150,USP NYAMASSILA,USP type II,PLATEAUX,NYAMASSILA
040151,USP KPELE TUTU,USP type I,PLATEAUX,KPELE TUTU
040152,USP OGOU-KOLIDE,USP type I,PLATEAUX,OGOU KOLIDE
040153,USP KPIME HLOMA,USP type I,PLATEAUX,KPIME HLOMA
040154,USP TCHEKITA,USP type I,PLATEAUX,TCHEKITA
040155,CMS KPOGADZI,USP type II,PLATEAUX,KPOGADZI
040156,USP YANDA,USP type I,PLATEAUX,YANDA
040157,USP KUMA ADAME,USP type I,PLATEAUX,KUMA ADAME
040158,USP YEBOU-YEBOU,USP type I,PLATEAUX,YEBOU-YEBOU
040159,USP KOUMA APOTI,USP type I,PLATEAUX,KOUMA APOTI
040161,USP KUMA KONDA,USP type I,PLATEAUX,KUMA AKONDA
040163,USP LAVIE,USP type I,PLATEAUX,LAVIE
040164,USP HAHOMEGBE,USP type I,PLATEAUX,HAHOMEGBE
040165,USP MAMAKOPE,USP type I,PLATEAUX,MAMAKOPE
040166,USP HAITO,USP type I,PLATEAUX,HAITO
040167,USP TOVE,USP type I,PLATEAUX,TOVE
040168,USP AGBATI,USP type I,PLATEAUX,AGBATI
040169,USP YOKOLE,USP type I,PLATEAUX,YOKOLE
040170,USP AKPAKPAKPE,USP type I,PLATEAUX,AKPAKPAKPE
040171,USP AMAKPAPE,USP type I,PLATEAUX,AMAKPAKPE
040173,ASRAMA,USP type I,PLATEAUX,ASRAMA
040174,USP AHASSOME,USP type I,PLATEAUX,AHASSOME
040175,USP AVASSIKPE,USP type I,PLATEAUX,AVASSIKPE
040176,BATOUME,USP type I,PLATEAUX,BATOUME
040177,CHP DE TOHOUN,HOPITAL DE DISTRICT,PLATEAUX,TOHOUN
040178,HUILEHOE,USP type I,PLATEAUX,HUILEHOE
040179,DISPENSAIRE DE KPEKPLEME,USP type I,PLATEAUX,KPEKPLEME
040180,USP KLOEGNAME,USP type I,PLATEAUX,KLOEGNAME
040181,USP SALIGBE,USP type I,PLATEAUX,SALIGBE
040182,KPEGBON-ADJA,USP type I,PLATEAUX,KPEGBON-ADJA
040183,USP TADO,USP type I,PLATEAUX,TADO
040185,KPOVE,USP type I,PLATEAUX,KPOVE
040186,POLYCLINIQUE D'ATAKPAME,HOPITAL DE DISTRICT,PLATEAUX,AGBONOU
040187,CHP ANIE,HOPITAL DE DISTRICT,PLATEAUX,DPS ANIE
040188,PHARMACIE DU PLATEAU,PHARMACIE,PLATEAUX,KOWU-AKOUSSA KOSSIWA KAFUI
040189,CHP NOTSE,HOPITAL DE DISTRICT,PLATEAUX,
040190,CMS LE BIEN ETRE,HOPITAL DE DISTRICT,PLATEAUX,"Notsè M. EDIHE Komlan, Assistant Médical, Titulaire et Responsable du centre"
040192,CMS ASRAMA,USP type II,PLATEAUX,
040193,USP AOUDA,USP type I,PLATEAUX,
040194,CMS WAHALA,USP type II,PLATEAUX,
040195,USP KPEGNON-ADJA,USP type I,PLATEAUX,
040197,USP MELAMBOUA PLATEAU,USP type I,PLATEAUX,
040198,CENTRE MEDICAL PSYCHO-SOCIAL ET SPIRITUEL NOTRE DAME DE LA SANTE,USP type II,PLATEAUX,NOTSE
040199,USP DALIA,USP type I,PLATEAUX,
040200,HALOUKPABOUNDOU,USP type I,PLATEAUX,
040201,USP TSINIGAN,USP type I,PLATEAUX,
040202,USP KPONOU,USP type I,PLATEAUX,
040204,CMS DJON KOTORA,USP type I,PLATEAUX,
